month,quarter,region,channel,category,campaign,orders,revenue_ngn,cost_ngn,gross_profit_ngn,marketing_spend_ngn,returns,support_tickets,new_customers,repeat_customers,churned_customers,fulfillment_delay_hours,stockout_risk_pct,customer_satisfaction,data_quality_flags
2026-02,2026 Q1,Port Harcourt,Marketplace,Business Supplies,Always On,326,22491392,16508682,5982710,1394466,12,27,116,115,9,18.8,0.0845,4.26,19
2026-02,2026 Q1,Port Harcourt,Partner,Electronics,Always On,396,36712368,28084962,8627406,2276167,28,32,115,171,13,19.3,0.1240,4.04,16
2026-02,2026 Q1,Port Harcourt,Partner,Home & Living,Always On,317,17769752,12349978,5419774,1101725,14,21,91,138,8,18.8,0.0799,4.27,16
2026-02,2026 Q1,Port Harcourt,Partner,Beauty,Style Drop,264,8110872,4963854,3147018,600205,7,17,75,116,5,18.5,0.0560,4.39,16
2026-02,2026 Q1,Port Harcourt,Partner,Fashion,Style Drop,392,14367584,9597546,4770038,1063201,37,26,115,168,15,18.9,0.0946,4.02,16
2026-02,2026 Q1,Port Harcourt,Partner,Grocery,Always On,442,8814806,7210511,1604295,546518,9,29,124,196,8,18.7,0.0680,4.39,16
2026-02,2026 Q1,Port Harcourt,Partner,Business Supplies,Always On,270,18627840,13523812,5104028,1154926,9,18,77,118,6,18.8,0.0845,4.30,16
2026-02,2026 Q1,Ibadan,Store,Electronics,Always On,556,51545648,39432421,12113227,3195830,39,41,146,259,17,18.2,0.1144,4.07,15
2026-02,2026 Q1,Ibadan,Store,Home & Living,Always On,445,24944920,17336719,7608201,1546585,20,26,115,210,11,17.7,0.0737,4.29,15
2026-02,2026 Q1,Ibadan,Store,Beauty,Style Drop,370,11367510,6956916,4410594,841196,10,22,95,175,7,17.5,0.0517,4.41,15
2026-02,2026 Q1,Ibadan,Store,Fashion,Style Drop,551,20195252,13490428,6704824,1494449,52,33,147,254,20,17.9,0.0873,4.05,15
2026-02,2026 Q1,Ibadan,Store,Grocery,Always On,621,12384603,10130605,2253998,767845,13,37,158,296,11,17.6,0.0627,4.41,15
2026-02,2026 Q1,Ibadan,Store,Business Supplies,Always On,380,26216960,19033513,7183447,1625452,13,22,98,179,8,17.8,0.0780,4.32,15
2026-02,2026 Q1,Ibadan,Web,Electronics,Always On,498,46168584,35318967,10849617,2862452,35,43,161,196,17,18.2,0.1144,4.05,15
2026-02,2026 Q1,Ibadan,Web,Home & Living,Always On,398,22310288,15505650,6804638,1383238,17,29,127,158,11,17.7,0.0737,4.27,15
2026-02,2026 Q1,Ibadan,Web,Beauty,Style Drop,331,10169313,6223620,3945693,752529,9,24,105,132,7,17.5,0.0517,4.39,15
2026-02,2026 Q1,Ibadan,Web,Fashion,Style Drop,493,18069436,12070383,5999053,1337138,47,36,161,192,20,17.9,0.0873,4.03,15
2026-02,2026 Q1,Ibadan,Web,Grocery,Always On,556,11088308,9070236,2018072,687475,12,41,175,224,12,17.6,0.0627,4.39,15
2026-02,2026 Q1,Ibadan,Web,Business Supplies,Always On,340,23457280,17029985,6427295,1454351,11,25,108,136,8,17.8,0.0780,4.30,15
2026-02,2026 Q1,Ibadan,Marketplace,Electronics,Always On,400,37083200,28665314,8417886,2299158,31,38,145,138,15,18.2,0.1144,4.01,18
2026-02,2026 Q1,Ibadan,Marketplace,Home & Living,Always On,320,17937920,12610358,5327562,1112151,15,26,115,112,9,17.7,0.0737,4.24,18
2026-02,2026 Q1,Ibadan,Marketplace,Beauty,Style Drop,266,8172318,5066837,3105481,604752,8,22,94,94,7,17.5,0.0517,4.36,18
2026-02,2026 Q1,Ibadan,Marketplace,Fashion,Style Drop,396,14514192,9811594,4702598,1074050,41,32,146,134,17,17.9,0.0873,3.98,18
2026-02,2026 Q1,Ibadan,Marketplace,Grocery,Always On,447,8914521,7363394,1551127,552700,10,37,158,159,11,17.6,0.0627,4.37,18
2026-02,2026 Q1,Ibadan,Marketplace,Business Supplies,Always On,273,18834816,13824755,5010061,1167759,10,22,97,96,7,17.8,0.0780,4.27,18
2026-02,2026 Q1,Ibadan,Partner,Electronics,Always On,332,30779056,23545978,7233078,1908301,23,26,96,144,10,18.2,0.1144,4.06,15
2026-02,2026 Q1,Ibadan,Partner,Home & Living,Always On,265,14854840,10324114,4530726,921000,11,17,76,116,6,17.7,0.0737,4.28,15
2026-02,2026 Q1,Ibadan,Partner,Beauty,Style Drop,221,6789783,4155347,2634436,502444,6,14,63,97,4,17.5,0.0517,4.40,15
2026-02,2026 Q1,Ibadan,Partner,Fashion,Style Drop,328,12021856,8030600,3991256,889617,31,21,97,140,12,17.9,0.0873,4.04,15
2026-02,2026 Q1,Ibadan,Partner,Grocery,Always On,370,7378910,6035948,1342962,457492,8,24,104,164,7,17.6,0.0627,4.40,15
2026-02,2026 Q1,Ibadan,Partner,Business Supplies,Always On,226,15592192,11319931,4272261,966716,7,15,64,99,5,17.8,0.0780,4.31,15
2026-02,2026 Q1,Kano,Store,Electronics,Always On,510,47281080,36170026,11111054,2931427,36,37,134,238,16,20.7,0.1407,4.02,18
2026-02,2026 Q1,Kano,Store,Home & Living,Always On,408,22870848,15895239,6975609,1417993,18,24,106,192,10,20.2,0.0906,4.25,18
2026-02,2026 Q1,Kano,Store,Beauty,Style Drop,339,10415097,6374039,4041058,770717,9,20,87,160,6,19.9,0.0636,4.38,18
2026-02,2026 Q1,Kano,Store,Fashion,Style Drop,505,18509260,12364186,6145074,1369685,48,30,135,233,18,20.3,0.1073,4.01,18
2026-02,2026 Q1,Kano,Store,Grocery,Always On,569,11347567,9282310,2065257,703549,12,34,145,271,10,20.0,0.0771,4.38,18
2026-02,2026 Q1,Kano,Store,Business Supplies,Always On,348,24009216,17430691,6578525,1488571,12,20,90,164,7,20.2,0.0959,4.28,18
2026-02,2026 Q1,Kano,Web,Electronics,Always On,456,42274848,32340259,9934589,2621041,32,40,147,179,15,20.7,0.1407,4.00,18
2026-02,2026 Q1,Kano,Web,Home & Living,Always On,365,20460440,14220006,6240434,1268547,16,27,117,145,10,20.2,0.0906,4.23,18
2026-02,2026 Q1,Kano,Web,Beauty,Style Drop,304,9339792,5715953,3623839,691145,8,22,96,122,7,19.9,0.0636,4.36,18
2026-02,2026 Q1,Kano,Web,Fashion,Style Drop,451,16530052,11042075,5487977,1223224,43,33,147,175,18,20.3,0.1073,3.99,18
2026-02,2026 Q1,Kano,Web,Grocery,Always On,509,10150987,8303507,1847480,629361,11,37,160,205,11,20.0,0.0771,4.36,18
2026-02,2026 Q1,Kano,Web,Business Supplies,Always On,311,21456512,15577428,5879084,1330304,10,23,99,124,7,20.2,0.0959,4.26,18
2026-02,2026 Q1,Kano,Marketplace,Electronics,Always On,367,34023836,26300425,7723411,2109478,28,35,133,126,14,20.7,0.1407,3.95,22
2026-02,2026 Q1,Kano,Marketplace,Home & Living,Always On,293,16424408,11546359,4878049,1018313,14,24,105,102,9,20.2,0.0906,4.20,22
2026-02,2026 Q1,Kano,Marketplace,Beauty,Style Drop,244,7496412,4647775,2848637,554734,7,20,87,86,6,19.9,0.0636,4.34,22
2026-02,2026 Q1,Kano,Marketplace,Fashion,Style Drop,363,13304676,8993961,4310715,984546,38,30,133,123,16,20.3,0.1073,3.93,22
2026-02,2026 Q1,Kano,Marketplace,Grocery,Always On,409,8156687,6737423,1419264,505715,9,33,145,145,10,20.0,0.0771,4.33,22
2026-02,2026 Q1,Kano,Marketplace,Business Supplies,Always On,250,17248000,12660032,4587968,1069376,9,20,89,88,7,20.2,0.0959,4.24,22
2026-02,2026 Q1,Kano,Partner,Electronics,Always On,304,28183232,21560172,6623060,1747360,21,24,88,132,9,20.7,0.1407,4.01,18
2026-02,2026 Q1,Kano,Partner,Home & Living,Always On,243,13621608,9467018,4154590,844540,10,16,70,106,6,20.2,0.0906,4.24,18
2026-02,2026 Q1,Kano,Partner,Beauty,Style Drop,202,6206046,3798100,2407946,459247,5,13,57,89,4,19.9,0.0636,4.37,18
2026-02,2026 Q1,Kano,Partner,Fashion,Style Drop,301,11032252,7369544,3662708,816387,28,20,89,128,11,20.3,0.1073,4.00,18
2026-02,2026 Q1,Kano,Partner,Grocery,Always On,339,6760677,5530234,1230443,419162,7,22,96,150,6,20.0,0.0771,4.37,18
2026-02,2026 Q1,Kano,Partner,Business Supplies,Always On,207,14281344,10368256,3913088,885443,7,13,59,91,4,20.2,0.0959,4.27,18
2026-03,2026 Q1,Lagos,Store,Electronics,Payday Push,1248,116343552,88537443,27806109,8609423,88,92,323,588,38,16.6,0.0968,4.11,12
2026-03,2026 Q1,Lagos,Store,Home & Living,Payday Push,998,56255264,38872387,17382877,4162890,44,59,254,475,24,16.2,0.0624,4.31,12
2026-03,2026 Q1,Lagos,Store,Beauty,Payday Push,769,23757486,14444551,9312935,1758054,21,46,193,369,15,16.0,0.0437,4.43,12
2026-03,2026 Q1,Lagos,Store,Fashion,Payday Push,1144,42163264,27996407,14166857,3120082,109,68,301,533,42,16.4,0.0738,4.08,12
2026-03,2026 Q1,Lagos,Store,Grocery,Payday Push,1394,27955276,22755595,5199681,2068690,30,83,349,671,26,16.1,0.0530,4.43,12
2026-03,2026 Q1,Lagos,Store,Business Supplies,Payday Push,853,59177728,42726320,16451408,4379152,29,51,216,408,18,16.3,0.0659,4.35,12
2026-03,2026 Q1,Lagos,Web,Electronics,Payday Push,1117,104131208,79243849,24887359,7705709,79,98,356,445,38,16.6,0.0968,4.09,12
2026-03,2026 Q1,Lagos,Web,Home & Living,Payday Push,893,50336624,34782607,15554017,3724910,40,66,281,360,25,16.2,0.0624,4.29,12
2026-03,2026 Q1,Lagos,Web,Beauty,Payday Push,688,21255072,12923084,8331988,1572875,19,50,214,280,16,16.0,0.0437,4.41,12
2026-03,2026 Q1,Lagos,Web,Fashion,Payday Push,1023,37703688,25035249,12668439,2790073,98,75,330,403,41,16.4,0.0738,4.06,12
2026-03,2026 Q1,Lagos,Web,Grocery,Payday Push,1247,25007338,20355973,4651365,1850543,27,92,388,509,27,16.1,0.0530,4.41,12
2026-03,2026 Q1,Lagos,Web,Business Supplies,Payday Push,763,52933888,38218267,14715621,3917108,26,56,239,309,19,16.3,0.0659,4.33,12
2026-03,2026 Q1,Lagos,Marketplace,Electronics,Payday Push,898,83715152,64376952,19338200,6194921,70,87,322,314,34,16.6,0.0968,4.05,14
2026-03,2026 Q1,Lagos,Marketplace,Home & Living,Payday Push,718,40472224,28290085,12182139,2994945,35,59,254,255,22,16.2,0.0624,4.26,14
2026-03,2026 Q1,Lagos,Marketplace,Beauty,Payday Push,553,17084382,10523979,6560403,1264244,17,45,195,198,14,16.0,0.0437,4.38,14
2026-03,2026 Q1,Lagos,Marketplace,Fashion,Payday Push,823,30332488,20383432,9949056,2244604,86,68,299,283,37,16.4,0.0738,4.01,14
2026-03,2026 Q1,Lagos,Marketplace,Grocery,Payday Push,1002,20094108,16517357,3576751,1486964,24,83,351,361,25,16.1,0.0530,4.39,14
2026-03,2026 Q1,Lagos,Marketplace,Business Supplies,Payday Push,613,42527488,31045066,11482422,3147034,23,50,216,219,17,16.3,0.0659,4.30,14
2026-03,2026 Q1,Lagos,Partner,Electronics,Payday Push,744,69358656,52781937,16576719,5132541,52,60,213,326,24,16.6,0.0968,4.10,12
2026-03,2026 Q1,Lagos,Partner,Home & Living,Payday Push,595,33538960,23175421,10363539,2481883,26,39,167,264,15,16.2,0.0624,4.30,12
2026-03,2026 Q1,Lagos,Partner,Beauty,Payday Push,459,14180346,8621650,5558696,1049346,12,30,128,205,9,16.0,0.0437,4.42,12
2026-03,2026 Q1,Lagos,Partner,Fashion,Payday Push,682,25135792,16690166,8445626,1860049,65,45,198,295,26,16.4,0.0738,4.07,12
2026-03,2026 Q1,Lagos,Partner,Grocery,Payday Push,831,16664874,13565207,3099667,1233201,18,55,231,372,17,16.1,0.0530,4.42,12
2026-03,2026 Q1,Lagos,Partner,Business Supplies,Payday Push,508,35243008,25445452,9797556,2607983,17,34,142,226,11,16.3,0.0659,4.34,12
2026-03,2026 Q1,Abuja,Store,Electronics,Payday Push,949,88469576,67679226,20790350,6546749,67,70,246,447,29,17.4,0.1038,4.10,13
2026-03,2026 Q1,Abuja,Store,Home & Living,Payday Push,759,42783312,29734402,13048910,3165965,34,45,193,362,18,16.9,0.0669,4.30,13
2026-03,2026 Q1,Abuja,Store,Beauty,Payday Push,585,18072990,11060670,7012320,1337401,16,35,147,281,11,16.7,0.0469,4.42,13
2026-03,2026 Q1,Abuja,Store,Fashion,Payday Push,870,32064720,21419233,10645487,2372789,83,52,229,405,32,17.1,0.0792,4.07,13
2026-03,2026 Q1,Abuja,Store,Grocery,Payday Push,1060,21257240,17388422,3868818,1573036,23,63,266,510,20,16.8,0.0569,4.42,13
2026-03,2026 Q1,Abuja,Store,Business Supplies,Payday Push,648,44955648,32637800,12317848,3326718,22,38,164,310,14,17.0,0.0708,4.34,13
2026-03,2026 Q1,Abuja,Web,Electronics,Payday Push,849,79147176,60547590,18599586,5856891,60,74,271,338,29,17.4,0.1038,4.08,13
2026-03,2026 Q1,Abuja,Web,Home & Living,Payday Push,679,38273872,26600341,11673531,2832267,30,50,214,274,18,16.9,0.0669,4.28,13
2026-03,2026 Q1,Abuja,Web,Beauty,Payday Push,523,16157562,9888428,6269134,1195660,14,38,163,213,12,16.7,0.0469,4.40,13
2026-03,2026 Q1,Abuja,Web,Fashion,Payday Push,778,28673968,19154211,9519757,2121874,74,57,251,306,31,17.1,0.0792,4.05,13
2026-03,2026 Q1,Abuja,Web,Grocery,Payday Push,948,19011192,15551155,3460037,1406828,20,70,295,387,21,16.8,0.0569,4.40,13
2026-03,2026 Q1,Abuja,Web,Business Supplies,Payday Push,580,40238080,29212846,11025234,2977618,20,42,182,235,14,17.0,0.0708,4.32,13
2026-03,2026 Q1,Abuja,Marketplace,Electronics,Payday Push,683,63671992,49218450,14453542,4711727,53,66,245,239,26,17.4,0.1038,4.04,15
2026-03,2026 Q1,Abuja,Marketplace,Home & Living,Payday Push,546,30776928,21636180,9140748,2277493,27,45,193,194,17,16.9,0.0669,4.25,15
2026-03,2026 Q1,Abuja,Marketplace,Beauty,Payday Push,421,13006374,8063952,4942422,962472,12,34,148,151,11,16.7,0.0469,4.37,15
2026-03,2026 Q1,Abuja,Marketplace,Fashion,Payday Push,626,23071856,15596575,7475281,1707317,66,51,227,216,28,17.1,0.0792,4.00,15
2026-03,2026 Q1,Abuja,Marketplace,Grocery,Payday Push,762,15281148,12622228,2658920,1130805,18,63,267,274,19,16.8,0.0569,4.38,15
2026-03,2026 Q1,Abuja,Marketplace,Business Supplies,Payday Push,466,32329216,23729645,8599571,2392362,17,38,165,166,13,17.0,0.0708,4.29,15
2026-03,2026 Q1,Abuja,Partner,Electronics,Payday Push,566,52764784,40365060,12399724,3904594,40,45,162,248,18,17.4,0.1038,4.09,13
2026-03,2026 Q1,Abuja,Partner,Home & Living,Payday Push,453,25534704,17746619,7788085,1889568,20,30,128,200,11,16.9,0.0669,4.29,13
2026-03,2026 Q1,Abuja,Partner,Beauty,Payday Push,349,10782006,6598588,4183418,797868,9,23,97,156,7,16.7,0.0469,4.41,13
2026-03,2026 Q1,Abuja,Partner,Fashion,Payday Push,519,19128264,12777680,6350584,1415492,49,34,150,225,20,17.1,0.0792,4.06,13
2026-03,2026 Q1,Abuja,Partner,Grocery,Payday Push,632,12674128,10367437,2306691,937885,13,42,176,283,12,16.8,0.0569,4.41,13
2026-03,2026 Q1,Abuja,Partner,Business Supplies,Payday Push,387,26848512,19492020,7356492,1986790,13,25,109,172,9,17.0,0.0708,4.33,13
2026-03,2026 Q1,Port Harcourt,Store,Electronics,Payday Push,756,70477344,53915168,16562176,5215323,53,55,196,356,23,19.1,0.1227,4.06,15
2026-03,2026 Q1,Port Harcourt,Store,Home & Living,Payday Push,604,34046272,23662159,10384113,2519424,27,36,154,287,14,18.7,0.0791,4.28,15
2026-03,2026 Q1,Port Harcourt,Store,Beauty,Payday Push,466,14396604,8810722,5585882,1065349,13,27,117,224,9,18.4,0.0554,4.40,15
2026-03,2026 Q1,Port Harcourt,Store,Fashion,Payday Push,693,25541208,17061527,8479681,1890049,66,41,182,323,25,18.8,0.0936,4.04,15
2026-03,2026 Q1,Port Harcourt,Store,Grocery,Payday Push,844,16925576,13845121,3080455,1252493,18,50,211,406,15,18.5,0.0673,4.40,15
2026-03,2026 Q1,Port Harcourt,Store,Business Supplies,Payday Push,516,35798016,25989360,9808656,2649053,18,30,130,247,11,18.7,0.0836,4.31,15
2026-03,2026 Q1,Port Harcourt,Web,Electronics,Payday Push,676,63019424,48209859,14809565,4663437,47,59,216,269,23,19.1,0.1227,4.04,15
2026-03,2026 Q1,Port Harcourt,Web,Home & Living,Payday Push,541,30495088,21194086,9301002,2256637,24,40,170,218,15,18.7,0.0791,4.26,15
2026-03,2026 Q1,Port Harcourt,Web,Beauty,Payday Push,417,12882798,7884272,4998526,953327,11,30,130,169,9,18.4,0.0554,4.38,15
2026-03,2026 Q1,Port Harcourt,Web,Fashion,Payday Push,620,22850720,15264281,7586439,1690953,59,45,200,244,25,18.8,0.0936,4.02,15
2026-03,2026 Q1,Port Harcourt,Web,Grocery,Payday Push,755,15140770,12385150,2755620,1120417,16,55,235,308,16,18.5,0.0673,4.38,15
2026-03,2026 Q1,Port Harcourt,Web,Business Supplies,Payday Push,462,32051712,23269543,8782169,2371827,16,34,145,187,11,18.7,0.0836,4.29,15
2026-03,2026 Q1,Port Harcourt,Marketplace,Electronics,Payday Push,543,50620632,39129749,11490883,3745927,42,52,195,190,20,19.1,0.1227,3.99,18
2026-03,2026 Q1,Port Harcourt,Marketplace,Home & Living,Payday Push,435,24520080,17237616,7282464,1814486,21,36,154,154,13,18.7,0.0791,4.23,18
2026-03,2026 Q1,Port Harcourt,Marketplace,Beauty,Payday Push,335,10349490,6416684,3932806,765862,10,27,118,120,8,18.4,0.0554,4.36,18
2026-03,2026 Q1,Port Harcourt,Marketplace,Fashion,Payday Push,498,18354288,12407499,5946789,1358217,52,41,181,171,22,18.8,0.0936,3.96,18
2026-03,2026 Q1,Port Harcourt,Marketplace,Grocery,Payday Push,607,12172778,10054715,2118063,900786,14,50,213,218,15,18.5,0.0673,4.36,18
2026-03,2026 Q1,Port Harcourt,Marketplace,Business Supplies,Payday Push,371,25738496,18892056,6846440,1904649,14,30,131,132,10,18.7,0.0836,4.26,18
2026-03,2026 Q1,Port Harcourt,Partner,Electronics,Payday Push,451,42044024,32163678,9880346,3111258,32,36,129,197,14,19.1,0.1227,4.05,15
2026-03,2026 Q1,Port Harcourt,Partner,Home & Living,Payday Push,360,20292480,14103274,6189206,1501644,16,24,102,159,9,18.7,0.0791,4.27,15
2026-03,2026 Q1,Port Harcourt,Partner,Beauty,Payday Push,278,8588532,5256182,3332350,635551,7,18,77,124,5,18.4,0.0554,4.39,15
2026-03,2026 Q1,Port Harcourt,Partner,Fashion,Payday Push,413,15221528,10167981,5053547,1126393,39,27,120,179,15,18.8,0.0936,4.03,15
2026-03,2026 Q1,Port Harcourt,Partner,Grocery,Payday Push,503,10087162,8251299,1835863,746450,11,33,140,225,10,18.5,0.0673,4.39,15
2026-03,2026 Q1,Port Harcourt,Partner,Business Supplies,Payday Push,308,21367808,15513029,5854779,1581218,10,20,86,137,7,18.7,0.0836,4.30,15
2026-03,2026 Q1,Ibadan,Store,Electronics,Payday Push,633,59010792,45143256,13867536,4366799,44,46,164,298,19,18.1,0.1133,4.08,14
2026-03,2026 Q1,Ibadan,Store,Home & Living,Payday Push,506,28522208,19822935,8699273,2110643,22,30,129,241,12,17.6,0.0730,4.29,14
2026-03,2026 Q1,Ibadan,Store,Beauty,Payday Push,390,12048660,7373780,4674880,891601,10,23,98,187,7,17.4,0.0512,4.41,14
2026-03,2026 Q1,Ibadan,Store,Fashion,Payday Push,580,21376480,14279489,7096991,1581860,55,34,153,270,21,17.8,0.0864,4.05,14
2026-03,2026 Q1,Ibadan,Store,Grocery,Payday Push,706,14158124,11581345,2576779,1047701,15,42,177,339,13,17.5,0.0621,4.41,14
2026-03,2026 Q1,Ibadan,Store,Business Supplies,Payday Push,432,29970432,21758534,8211898,2217812,15,25,109,207,9,17.7,0.0772,4.32,14
2026-03,2026 Q1,Ibadan,Web,Electronics,Payday Push,566,52764784,40365060,12399724,3904594,40,49,181,225,19,18.1,0.1133,4.06,14
2026-03,2026 Q1,Ibadan,Web,Home & Living,Payday Push,453,25534704,17746619,7788085,1889568,20,33,143,182,12,17.6,0.0730,4.27,14
2026-03,2026 Q1,Ibadan,Web,Beauty,Payday Push,349,10782006,6598588,4183418,797868,9,25,109,142,8,17.4,0.0512,4.39,14
2026-03,2026 Q1,Ibadan,Web,Fashion,Payday Push,519,19128264,12777680,6350584,1415492,49,38,168,204,21,17.8,0.0864,4.03,14
2026-03,2026 Q1,Ibadan,Web,Grocery,Payday Push,632,12674128,10367437,2306691,937885,13,46,196,258,13,17.5,0.0621,4.39,14
2026-03,2026 Q1,Ibadan,Web,Business Supplies,Payday Push,387,26848512,19492020,7356492,1986790,13,28,121,157,9,17.7,0.0772,4.30,14
2026-03,2026 Q1,Ibadan,Marketplace,Electronics,Payday Push,455,42416920,32788279,9628641,3138852,35,44,163,159,17,18.1,0.1133,4.01,17
2026-03,2026 Q1,Ibadan,Marketplace,Home & Living,Payday Push,364,20517952,14424120,6093832,1518328,18,30,129,129,11,17.6,0.0730,4.24,17
2026-03,2026 Q1,Ibadan,Marketplace,Beauty,Payday Push,280,8650320,5363198,3287122,640124,8,23,99,100,7,17.4,0.0512,4.36,17
2026-03,2026 Q1,Ibadan,Marketplace,Fashion,Payday Push,417,15368952,10389412,4979540,1137302,44,34,152,143,18,17.8,0.0864,3.98,17
2026-03,2026 Q1,Ibadan,Marketplace,Grocery,Payday Push,508,10187432,8414819,1772613,753870,12,42,178,183,12,17.5,0.0621,4.37,17
2026-03,2026 Q1,Ibadan,Marketplace,Business Supplies,Payday Push,311,21575936,15836737,5739199,1596619,11,25,110,111,8,17.7,0.0772,4.28,17
2026-03,2026 Q1,Ibadan,Partner,Electronics,Payday Push,377,35145448,26886268,8259180,2600763,26,30,108,165,12,18.1,0.1133,4.07,14
2026-03,2026 Q1,Ibadan,Partner,Home & Living,Payday Push,302,17023136,11831080,5192056,1259712,13,20,85,134,7,17.6,0.0730,4.28,14
2026-03,2026 Q1,Ibadan,Partner,Beauty,Payday Push,232,7167408,4386454,2780954,530388,6,15,65,103,5,17.4,0.0512,4.40,14
2026-03,2026 Q1,Ibadan,Partner,Fashion,Payday Push,346,12752176,8518454,4233722,943661,33,23,100,150,13,17.8,0.0864,4.04,14
2026-03,2026 Q1,Ibadan,Partner,Grocery,Payday Push,421,8442734,6906156,1536578,624762,9,28,117,188,8,17.5,0.0621,4.40,14
2026-03,2026 Q1,Ibadan,Partner,Business Supplies,Payday Push,258,17899008,12994680,4904328,1324527,9,17,72,115,6,17.7,0.0772,4.31,14
2026-03,2026 Q1,Kano,Store,Electronics,Payday Push,580,54069920,41363489,12706431,4001174,41,42,150,273,18,20.5,0.1392,4.02,17
2026-03,2026 Q1,Kano,Store,Home & Living,Payday Push,464,26154752,18177553,7977199,1935452,20,27,118,221,11,20.0,0.0897,4.25,17
2026-03,2026 Q1,Kano,Store,Beauty,Payday Push,357,11029158,6749845,4279313,816158,9,21,90,171,7,19.8,0.0629,4.38,17
2026-03,2026 Q1,Kano,Store,Fashion,Payday Push,531,19570536,13073118,6497418,1448220,50,31,140,247,19,20.2,0.1062,4.01,17
2026-03,2026 Q1,Kano,Store,Grocery,Payday Push,647,12974938,10613499,2361439,960145,14,38,162,311,12,19.9,0.0763,4.38,17
2026-03,2026 Q1,Kano,Store,Business Supplies,Payday Push,396,27472896,19945322,7527574,2032994,13,23,100,189,8,20.1,0.0949,4.28,17
2026-03,2026 Q1,Kano,Web,Electronics,Payday Push,519,48383256,37013191,11370065,3580361,36,45,166,206,17,20.5,0.1392,4.00,17
2026-03,2026 Q1,Kano,Web,Home & Living,Payday Push,415,23392720,16257940,7134780,1731061,18,30,131,167,11,20.0,0.0897,4.23,17
2026-03,2026 Q1,Kano,Web,Beauty,Payday Push,320,9886080,6050281,3835799,731570,8,23,100,130,7,19.8,0.0629,4.36,17
2026-03,2026 Q1,Kano,Web,Fashion,Payday Push,475,17506600,11694409,5812191,1295488,45,35,154,186,19,20.2,0.1062,3.99,17
2026-03,2026 Q1,Kano,Web,Grocery,Payday Push,579,11611266,9498016,2113250,859234,12,42,180,236,12,19.9,0.0763,4.36,17
2026-03,2026 Q1,Kano,Web,Business Supplies,Payday Push,354,24559104,17829910,6729194,1817374,12,26,111,143,8,20.1,0.0949,4.26,17
2026-03,2026 Q1,Kano,Marketplace,Electronics,Payday Push,417,38874408,30049917,8824491,2876706,32,40,150,145,15,20.5,0.1392,3.96,20
2026-03,2026 Q1,Kano,Marketplace,Home & Living,Payday Push,333,18770544,13195692,5574852,1389020,16,27,118,118,10,20.0,0.0897,4.20,20
2026-03,2026 Q1,Kano,Marketplace,Beauty,Payday Push,257,7939758,4922650,3017108,587542,7,21,90,92,6,19.8,0.0629,4.34,20
2026-03,2026 Q1,Kano,Marketplace,Fashion,Payday Push,382,14078992,9517399,4561593,1041845,40,31,139,131,17,20.2,0.1062,3.94,20
2026-03,2026 Q1,Kano,Marketplace,Grocery,Payday Push,466,9345164,7719105,1626059,691542,11,38,163,168,11,19.9,0.0763,4.34,20
2026-03,2026 Q1,Kano,Marketplace,Business Supplies,Payday Push,285,19772160,14512765,5259395,1463140,10,23,101,101,7,20.1,0.0949,4.24,20
2026-03,2026 Q1,Kano,Partner,Electronics,Payday Push,346,32255504,24675461,7580043,2386907,24,28,99,151,11,20.5,0.1392,4.01,17
2026-03,2026 Q1,Kano,Partner,Home & Living,Payday Push,276,15557568,10812510,4745058,1151260,12,18,78,122,7,20.0,0.0897,4.24,17
2026-03,2026 Q1,Kano,Partner,Beauty,Payday Push,213,6580422,4027218,2553204,486951,5,14,59,95,4,19.8,0.0629,4.37,17
2026-03,2026 Q1,Kano,Partner,Fashion,Payday Push,317,11683352,7804479,3878873,864568,30,21,92,137,12,20.2,0.1062,4.00,17
2026-03,2026 Q1,Kano,Partner,Grocery,Payday Push,386,7740844,6332010,1408834,572822,8,25,107,173,7,19.9,0.0763,4.37,17
2026-03,2026 Q1,Kano,Partner,Business Supplies,Payday Push,236,16372736,11886606,4486130,1211582,8,15,66,105,5,20.1,0.0949,4.27,17
2026-04,2026 Q2,Lagos,Store,Electronics,Always On,1157,108457180,82535914,25921266,6724345,82,85,295,551,35,16.5,0.0958,4.11,11
2026-04,2026 Q2,Lagos,Store,Home & Living,Always On,926,52485680,36267605,16218075,3254112,41,55,232,446,22,16.1,0.0617,4.32,11
2026-04,2026 Q2,Lagos,Store,Beauty,Always On,713,22149345,13466802,8682543,1373259,19,42,176,346,14,15.9,0.0433,4.43,11
2026-04,2026 Q2,Lagos,Store,Fashion,Always On,1061,39320660,26108918,13211742,2437881,101,63,274,500,39,16.3,0.0731,4.08,11
2026-04,2026 Q2,Lagos,Store,Grocery,Always On,1292,26053180,21207289,4845891,1615297,28,77,318,629,24,16.0,0.0525,4.43,11
2026-04,2026 Q2,Lagos,Store,Business Supplies,SME Restock,846,59016960,42610245,16406715,4367255,29,50,210,409,18,16.2,0.0653,4.35,11
2026-04,2026 Q2,Lagos,Web,Electronics,Always On,1035,97020900,73832905,23187995,6015296,73,91,326,417,35,16.5,0.0958,4.10,11
2026-04,2026 Q2,Lagos,Web,Home & Living,Always On,828,46931040,32429349,14501691,2909724,37,61,257,338,23,16.1,0.0617,4.30,11
2026-04,2026 Q2,Lagos,Web,Beauty,Always On,638,19819470,12050238,7769232,1228807,17,47,196,263,14,15.9,0.0433,4.41,11
